,name,url,agency_type,street_address,longitude,latitude
0,Department of Developmental Services,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10384&myzip=95814&distance=3500,State Agency,"1600 9th Street, #340, MS 3-17 Sacramento, CA 95814",-121.49764,38.57301
1,Office of Correctional Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10434&myzip=95814&distance=3500,State Agency,"1515 S Street Room 400-South Sacramento, CA 95811",-121.490177,38.568732
2,Sacramento City Adult Education Office,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10112&myzip=95814&distance=3500,Local Educational Agency (LEA),"5241 J Street Sacramento, CA 95819",-121.439157,38.566467
3,Washington Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10271&myzip=95814&distance=3500,Local Educational Agency (LEA),"919 Westacre Road West Sacramento, CA 95691",-121.529277,38.577762
4,Natomas Adult Education Program - Discover HS,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9748&myzip=95814&distance=3500,Local Educational Agency (LEA),"3401 Rosin Boulevard Sacramento, CA 95834",-121.50287,38.63075
5,Los Rios Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888421&myzip=95814&distance=3500,Community College,"1919 Spanos Court Sacramento, CA 95825",-121.417196,38.580096
6,Sacramento City College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437807&myzip=95814&distance=3500,Community College,"3835 Freeport Blvd. Sacramento, California 95822",-121.489393,38.540615
7,Highlands Community Charter School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11057&myzip=95814&distance=3500,,"1333 Grand Avenue Sacramento, CA 95838",-121.43506,38.63744
8,Twin Rivers Adult - Grand Ave Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=53430444&myzip=95814&distance=3500,LEA,"1333 Grand Avenue Sacramento, CA 95838",-121.43506,38.63744
9,Charles A. Jones Education Center (Adult),https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=393430030&myzip=95814&distance=3500,LEA,"5451 Lemon Hill Avenue Sacramento, CA 95824",-121.440956,38.517488
10,Creekside Adult Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11049&myzip=95814&distance=3500,,"2641 Kent Dr Sacramento, CA 95821",-121.394517,38.613311
11,Cosumnes River College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437854&myzip=95814&distance=3500,,"8401 Center Parkway Sacramento, CA 95823",-121.4225,38.453475
12,Elk Grove Adult and Community Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10641&myzip=95814&distance=3500,Local Educational Agency (LEA),"8401-B Gerber Road Sacramento, CA 95828",-121.39319,38.4826
13,Center Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9808&myzip=95814&distance=3500,Local Educational Agency (LEA),"8725 Watt Avenue Antelope, CA 95843",-121.393522,38.728057
14,Center Joint Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10637&myzip=95814&distance=3500,Local Educational Agency (LEA),"8408 Watt Avenue Antelope, CA 95843",-121.390817,38.721873
15,Twin Rivers Adult School - McClellanCenter,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10018&myzip=95814&distance=3500,Local Educational Agency (LEA),"5703 Skvarla Avenue McClellan, CA 95660",-121.384923,38.670922
16,Sacramento Lao Family Community Inc.,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10385&myzip=95814&distance=3500,Community-based Organization,", CA 95841",-121.35,38.65
17,Orange Grove Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=473430105&myzip=95814&distance=3500,LEA,"4640 Orange Grove Avenue Sacramento, CA 95841",-121.356314,38.647451
18,American River College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437808&myzip=95814&distance=3500,Community College,"4700 College Oak Drive Sacramento, California 95841",-121.348292,38.64935
19,Woodland Community College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437817&myzip=95814&distance=3500,Community College,"2300 E. Gibson Road Woodland, California 95776",-121.734225,38.658386
20,Folsom Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10227&myzip=95814&distance=3500,Local Educational Agency (LEA),"10850 Gadsten Way Rancho Cordova, CA 95670",-121.280003,38.606565
21,Davis Adult and Community Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9757&myzip=95814&distance=3500,Local Educational Agency (LEA),"315 West 14th Street Corner of Oak Avenue and 14th Street Davis, CA 95616",-121.75019,38.55828
22,Director College/Career Readiness & Adult Education Director,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10123&myzip=95814&distance=3500,Local Educational Agency (LEA),"7322 Sunrise Blvd Citrus Heights, CA 95610",-121.27166,38.69927
23,Sunrise Technical Center-Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10284&myzip=95814&distance=3500,Local Educational Agency (LEA),"7322 Sunrise Blvd. Citrus Heights, CA 95610",-121.27166,38.69927
24,Roseville Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10110&myzip=95814&distance=3500,Local Educational Agency (LEA),"200 Branstetter Street Roseville, CA 95678",-121.280099,38.752091
25,Woodland Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9872&myzip=95814&distance=3500,Local Educational Agency (LEA),"575 Hays Street Woodland, CA 95695",-121.77349,38.66686
26,Yolo County Library,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999921&myzip=95814&distance=3500,Public Library,"625 Court Street Woodland, CA 95695",-121.772697,38.67881
27,Folsom Lake College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437803&myzip=95814&distance=3500,Community College,"10 College Parkway Folsom, CA 95630",-121.12693,38.66259
28,Sierra Joint Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888390&myzip=95814&distance=3500,Community College,"5000 Rocklin Road Rocklin, CA 95677",-121.213221,38.790714
29,Rocklin Adult School - Victory HS,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9960&myzip=95814&distance=3500,Local Educational Agency (LEA),"3250 Victory Drive Rocklin, CA 95765",-121.254704,38.815749
30,East Nicholas Joint Union High School District/Sutter CAAEP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9650&myzip=95814&distance=3500,Collaboration,"2454 Nicolaus Avenue Nicolaus, CA 95659",-121.5233,38.90974
31,Galt Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10167&myzip=95814&distance=3500,Local Educational Agency (LEA),"12935 Marengo Road Galt, CA 95632",-121.28448,38.28549
32,Lincoln Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9772&myzip=95814&distance=3500,Local Educational Agency (LEA),"870 J Street Lincoln, CA 95648",-121.29768,38.89634
33,Yuba City Unified School District/Sutter CAAEP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9649&myzip=95814&distance=3500,Collaboration,"750 N. Palora Avenue Yuba City, CA 95991",-121.633749,39.134193
34,Sutter County Library,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10386&myzip=95814&distance=3500,Public Library,"750 Forbes Avenue Yuba City, CA 95991",-121.624539,39.13755
35,Vacaville Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9906&myzip=95814&distance=3500,Local Educational Agency (LEA),"100-A McClellan Street 100-A McClellan Street Vacaville, CA 95687",-121.98328,38.35885
36,Wind River High School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10497&myzip=95814&distance=3500,Local Educational Agency (LEA),"445 Montezuma Street Rio Vista, CA 94571",-121.69491,38.15739
37,Placer School for Adults,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10163&myzip=95814&distance=3500,Local Educational Agency (LEA),"3775 Richardson Drive Auburn, CA 95603",-121.10815,38.95166
38,PSA Career Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10827&myzip=95814&distance=3500,,"1919 Grass Valley Hiway Auburn, CA 95603",-121.08946,38.93063
39,Lodi Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9972&myzip=95814&distance=3500,Local Educational Agency (LEA),"542 East Pine Street Lodi, CA 95240",-121.2631,38.1336
40,Fairfield-Suisun Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10225&myzip=95814&distance=3500,Local Educational Agency (LEA),"900 Travis Blvd Fairfield, CA, CA 94533",-122.04501,38.2583
41,Solano County Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888388&myzip=95814&distance=3500,Community College,"4000 Suisun Valley Road Fairfield, CA 94534",-122.122692,38.235739
42,El Dorado Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10221&myzip=95814&distance=3500,Local Educational Agency (LEA),"385 Pleasant Valley Road Diamond Springs, CA 95619",-120.82903,38.69025
43,Sutter County Adult Education/CAAEP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10405&myzip=95814&distance=3500,Collaboration,"1699 Sierra Ave Yuba City, CA 95993",-121.651225,39.140664
44,Sutter County Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10411&myzip=95814&distance=3500,Collaboration,"1699 Sierra Ave Yuba City, CA 95993",-121.651225,39.140664
45,Sutter County Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=125130109&myzip=95814&distance=3500,LEA,"950 Tharp Road, no. 1000 Yuba City, CA 95993",-121.651348,39.138482
46,San Joaquin Delta Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888399&myzip=95814&distance=3500,Community College,"5151 Pacific Avenue Stockton, CA 95207",-121.319324,37.995364
47,Amador Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9951&myzip=95814&distance=3500,Local Educational Agency (LEA),"525 Independence Drive Sutter Creek, CA 95685",-120.73384,38.40328
48,Sutter Union High School District/Sutter CAAEP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9639&myzip=95814&distance=3500,Collaboration,"2665 Acacia Street Sutter, CA 95982",-121.755971,39.166955
49,Stockton School for Adults,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9853&myzip=95814&distance=3500,Local Educational Agency (LEA),"1525 Pacific Avenue Stockton, CA 95204",-121.300197,37.967259
50,Nevada Joint Union Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9898&myzip=95814&distance=3500,Local Educational Agency (LEA),"11761 Ridge Road Grass Valley, CA 95949",-121.05309,39.23965
51,Yuba Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888377&myzip=95814&distance=3500,Community College,"2088 N. Beale Road Marysville, CA 95901",-121.540412,39.126913
52,Antioch Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10239&myzip=95814&distance=3500,Local Educational Agency (LEA),"820 West Second Street Antioch, CA 94509",-121.81618,38.017
53,Antioch Adult,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=480730804&myzip=95814&distance=3500,LEA,"820 West Second Street Antioch, CA 94509",-121.81618,38.017
54,Black Oak Mine Unified School District/El Dorado CAAEP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9464&myzip=95814&distance=3500,Local Educational Agency (LEA),"6540 Wentworth Springs Road Georgetown, CA 95634",-120.83083,38.91243
55,Pittsburg Adult Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9886&myzip=95814&distance=3500,Local Educational Agency (LEA),"1151 Stoneman Avenue Pittsburg, CA 94565",-121.874778,38.003276
56,Los Medanos College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437853&myzip=95814&distance=3500,Community College,"2700 East Leland Road Pittsburg, California 94565",-121.860445,38.005507
57,Liberty Union Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10191&myzip=95814&distance=3500,Local Educational Agency (LEA),"929 Second Street Brentwood, CA 94513",-121.695962,37.935658
58,Liberty Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=210730150&myzip=95814&distance=3500,LEA,"929 Second Street Brentwood, CA 94513",-121.695962,37.935658
59,"San Joaquin COE, CTE Program",https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999929&myzip=95814&distance=3500,Local Public Agency,"2922 Transworld Drive Stockton, CA 95206",-121.229157,37.906524
60,Napa Valley Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10154&myzip=95814&distance=3500,Local Educational Agency (LEA),"1600 Lincoln Avenue Napa, CA 94558",-122.297954,38.308249
61,Napa Valley Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888413&myzip=95814&distance=3500,Community College,"2277 Napa-Vallejo Hwy Napa, CA 94558",-122.274758,38.27388
62,Live Oak USD / Sutter CAAEP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9964&myzip=95814&distance=3500,Local Educational Agency (LEA),"2201 Pennington Road Live Oak, CA 95953",-121.655264,39.277673
63,Nevada Adult Education School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=572930113&myzip=95814&distance=3500,LEA,"11761 Ridge Road Grass Valley, CA 95945",-121.05309,39.23965
64,Mt. Diablo Unified School District-Mt. Diablo Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10605&myzip=95814&distance=3500,Local Educational Agency (LEA),"Loma Vista Adult Center 1266 San Carlos Avenue Concord, CA 94519",-122.03,37.98
65,Regional Education Center (a.k.a Vallejo Adult School),https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9861&myzip=95814&distance=3500,Local Educational Agency (LEA),"436 Del Sur Street Vallejo, CA 94591",-122.22735,38.08245
66,Colusa County Office of Education-Adult Ed,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10056&myzip=95814&distance=3500,COE,"499 Marguerite Street Suite B Williams, CA 95932",-122.14687,39.15613
67,St. Helena Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9803&myzip=95814&distance=3500,Local Educational Agency (LEA),"1325 Adams Street St. Helena, CA 94574",-122.471582,38.503429
68,Mt. Diablo Adult Education-Mt. Diablo USD,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10028&myzip=95814&distance=3500,Local Educational Agency (LEA),"Loma Vista Adult Center 1266 San Carlos Avenue Concord, CA 94518",-122.026589,37.968805
69,Mt. Diablo Adult Education-Mt Diablo USD-Loma Vista Adult Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10606&myzip=95814&distance=3500,Local Educational Agency (LEA),"1266 San Carlos Avenue Concord,, CA 94518",-122.026589,37.968805
70,Mt. Diablo Adult Education-Mt. Diablo USD - Pleasant Hill Adult Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10678&myzip=95814&distance=3500,Local Educational Agency (LEA),"Loma Vista Adult Center 1266 San Carlos Avenue Concord,   94518",-122.026589,37.968805
71,Pleasant Hill Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=540735670&myzip=95814&distance=3500,LEA,"1266 San Carlos Avenue Concord, CA 94518",-122.026589,37.968805
72,Calaveras County Office of Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10574&myzip=95814&distance=3500,COE,"185 S. Main Street Angels Camp, CA 95249",-120.555229,38.080807
73,Project Second Chance (county library),https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999906&myzip=95814&distance=3500,CBO,"75 Santa Barbara Road Pleasant Hill, CA 94523",-122.07187,37.93582
74,Diablo Valley College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437804&myzip=95814&distance=3500,Community College,"321 Golf Club Rd. Pleasant Hill, California 94523",-122.070719,37.971324
75,Nevada County Library: Read UP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999939&myzip=95814&distance=3500,Public Library,"980 Helling Way Nevada City, CA 95959",-121.023896,39.269495
76,Nevada County Jail (Wayne Brown),https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999940&myzip=95814&distance=3500,Correctional Institutions,"950 Maidu Avenue Nevada City, CA 95959",-121.026551,39.270226
77,Partners In English Language Learning,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999941&myzip=95814&distance=3500,CBO,"103 Providence Mine Rd #104b Nevada City, CA 95959",-121.07496,38.908596
78,Gridley Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9807&myzip=95814&distance=3500,Local Educational Agency (LEA),"581 Jackson Street Gridley, CA 95948",-121.69334,39.3652
79,Martinez Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10136&myzip=95814&distance=3500,Local Educational Agency (LEA),"600 F Street Martinez, CA 94553",-122.130957,38.000608
80,Contra Costa Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888437&myzip=95814&distance=3500,Community College,"500 Court Street Martinez, CA 94553",-122.135359,38.019112
81,Manteca Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10135&myzip=95814&distance=3500,Local Educational Agency (LEA),"District Office Complex 2271 W. Louise Avenue Manteca, CA 95337",-121.22,37.79
82,Acalanes Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10233&myzip=95814&distance=3500,Local Educational Agency (LEA),"1963 Tice Valley Boulevard Walnut Creek, CA 94595",-122.075494,37.876403
83,Biggs USD Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9749&myzip=95814&distance=3500,Local Educational Agency (LEA),"300 B Street Biggs, CA 95917",-121.703094,39.415406
84,Tracy Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10647&myzip=95814&distance=3500,Local Educational Agency (LEA),"1895 W Lowell Ave Tracy, CA 95376",-121.45119,37.74712
85,Ripon Unified Adult,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9929&myzip=95814&distance=3500,Local Educational Agency (LEA),"304 North Acacia Avenue Ripon, CA 95366",-121.127832,37.742127
86,Escalon Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9959&myzip=95814&distance=3500,Local Educational Agency (LEA),"1520 Yosemite Avenue Escalon, CA 95320",-120.99518,37.79522
87,Bret Harte UHSD (CAAEP),https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9804&myzip=95814&distance=3500,Local Educational Agency (LEA),"323 South Main Street Angels Camp, CA 95221",-120.553428,38.079281
88,Contra Costa Adult,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=740730135&myzip=95814&distance=3500,LEA,"5555 Giant Highway Richmond, CA 94806",-122.353677,37.994508
89,Oroville Adult Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10159&myzip=95814&distance=3500,Local Educational Agency (LEA),"2750 Mitchell Avenue Oroville, CA 95966",-121.546133,39.50974
90,Butte County Library,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999904&myzip=95814&distance=3500,Public Library,"1820 Mitchell Avenue Oroville, CA 95966",-121.552799,39.506436
91,Alvarado,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10687&myzip=95814&distance=3500,Local Educational Agency (LEA),"5625 Sutter St. Richmond, CA 94805",-122.31278,37.90761
92,West Contra Costa Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=960735928&myzip=95814&distance=3500,LEA,"6028 Ralston Avenue Richmond, CA 94805",-122.321031,37.947716
93,Livermore Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9869&myzip=95814&distance=3500,Local Educational Agency (LEA),"1401 Almond Avenue Livermore, CA 94550",-121.740768,37.676374
94,Tri-Valley ROP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=50195016&myzip=95814&distance=3500,LEA,"1040 Florence Road Livermore, CA 94550",-121.774658,37.669163
95,Chabot-Las Positas Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888442&myzip=95814&distance=3500,Community College,"7600 Dublin Blvd., 3rd Floor Dublin, CA 94568",-121.92939,37.70402
96,Dublin Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=930130500&myzip=95814&distance=3500,LEA,"6901 York Drive Dublin, CA 94568",-121.921806,37.709521
97,Berkeley City College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437813&myzip=95814&distance=3500,Community College,"2050 Center Street Berkeley, California 94704",-122.26927,37.87005
98,Piedmont Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9763&myzip=95814&distance=3500,Local Educational Agency (LEA),"800 Magnolia Avenue Piedmont, CA 94611",-122.23259,37.823849
99,Sonoma County Library,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10554&myzip=95814&distance=3500,Public Library,"211 E Street Santa Rosa, CA 95404",-122.710787,38.441363
100,Berkeley Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10686&myzip=95814&distance=3500,Local Educational Agency (LEA),"1701 San Pablo Avenue Berkeley, CA 94702",-122.29169,37.873218
101,Novato Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9753&myzip=95814&distance=3500,Local Educational Agency (LEA),"720 Diablo Avenue Novato, CA 94945",-122.576175,38.097794
102,Central Valley Motherlode Plumbers Pipe and Refrigeration Fitters Joint Apprenticeship Training Committee,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999924&myzip=95814&distance=3500,CBO,"4842 Nutcracker Lane Modesto, CA 95356",-121.073756,37.709515
103,Merritt College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437805&myzip=95814&distance=3500,Community College,"12500 Campus Drive Oakland, California 94619",-122.167427,37.789936
104,Pleasanton Adult and Career Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9795&myzip=95814&distance=3500,Local Educational Agency (LEA),"4665 Bernal Avenue Pleasanton, CA 94566",-121.876236,37.656596
105,Carpenters Training Committee for Northern California,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999951&myzip=95814&distance=3500,CBO,"2350 Santa Rita Road Pleasanton, CA 94566",-121.875603,37.684023
106,Konocti Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9603&myzip=95814&distance=3500,Local Educational Agency (LEA),"9430 Lake Street Clearlake, CA 95422",-122.62,38.93
107,Konocti Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9993&myzip=95814&distance=3500,Local Educational Agency (LEA),"9430-D Lake Street Lower Lake, CA 95422",-122.60916,38.91327
108,Castro Valley Adult and Career Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10250&myzip=95814&distance=3500,Local Educational Agency (LEA),"4430 Alma Avenue Castro Valley, CA 94546",-122.071251,37.70776
109,Petaluma Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9885&myzip=95814&distance=3500,Local Educational Agency (LEA),"200 Douglas Street Petaluma, CA 94952",-122.644005,38.229271
110,Butte Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10520&myzip=95814&distance=3500,Community College,"3536 Butte Campus Drive Oroville, CA 95965",-121.644816,39.650281
111,Butte-Glenn Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888445&myzip=95814&distance=3500,Community College,"3536 Butte Campus Drive Oroville, CA 95965",-121.644816,39.650281
112,"Second Start adult Literacy, Oakland Library",https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999925&myzip=95814&distance=3500,Public Library,"125 14th Street Oakland, CA 94612",-122.263681,37.800951
