,Geography,Estimate!!Total,Estimate!!Total!!U.S. citizen born in the United States,Estimate!!Total!!U.S. citizen born in Puerto Rico or U.S. Island Areas,Estimate!!Total!!U.S. citizen born abroad of American parent(s),Estimate!!Total!!U.S. citizen by naturalization,Estimate!!Total!!Not a U.S. citizen,NAME,state,county,tract
271,1400000US06001441521,6282,2940,15,74,2087,1166,"Census Tract 4415.21, Alameda County, California",06,001,441521
272,1400000US06001441522,5147,2408,9,30,1710,990,"Census Tract 4415.22, Alameda County, California",06,001,441522
273,1400000US06001441523,4336,1826,26,0,796,1688,"Census Tract 4415.23, Alameda County, California",06,001,441523
274,1400000US06001441524,4432,1727,11,45,1303,1346,"Census Tract 4415.24, Alameda County, California",06,001,441524
275,1400000US06001441601,5063,3155,0,19,955,934,"Census Tract 4416.01, Alameda County, California",06,001,441601
276,1400000US06001441602,8065,4458,0,64,1870,1673,"Census Tract 4416.02, Alameda County, California",06,001,441602
277,1400000US06001441700,8093,4225,13,130,2225,1500,"Census Tract 4417, Alameda County, California",06,001,441700
278,1400000US06001441800,7674,4431,33,84,1123,2003,"Census Tract 4418, Alameda County, California",06,001,441800
279,1400000US06001441921,3949,2465,0,29,836,619,"Census Tract 4419.21, Alameda County, California",06,001,441921
280,1400000US06001441923,6537,2682,4,113,1058,2680,"Census Tract 4419.23, Alameda County, California",06,001,441923
281,1400000US06001441924,8030,3902,0,70,2229,1829,"Census Tract 4419.24, Alameda County, California",06,001,441924
282,1400000US06001441925,6920,2236,0,33,1461,3190,"Census Tract 4419.25, Alameda County, California",06,001,441925
283,1400000US06001441926,4456,2020,0,32,704,1700,"Census Tract 4419.26, Alameda County, California",06,001,441926
284,1400000US06001441927,4552,1781,0,37,657,2077,"Census Tract 4419.27, Alameda County, California",06,001,441927
285,1400000US06001442000,3286,1631,0,11,1319,325,"Census Tract 4420, Alameda County, California",06,001,442000
286,1400000US06001442100,5201,2281,0,40,1848,1032,"Census Tract 4421, Alameda County, California",06,001,442100
287,1400000US06001442200,7113,3803,0,58,2285,967,"Census Tract 4422, Alameda County, California",06,001,442200
288,1400000US06001442301,4948,2360,7,80,1442,1059,"Census Tract 4423.01, Alameda County, California",06,001,442301
289,1400000US06001442302,5988,3024,42,31,1592,1299,"Census Tract 4423.02, Alameda County, California",06,001,442302
290,1400000US06001442400,6502,3818,23,8,1641,1012,"Census Tract 4424, Alameda County, California",06,001,442400
291,1400000US06001442500,7759,3916,0,139,1596,2108,"Census Tract 4425, Alameda County, California",06,001,442500
292,1400000US06001442601,4061,2542,0,10,915,594,"Census Tract 4426.01, Alameda County, California",06,001,442601
293,1400000US06001442602,4947,3222,0,43,800,882,"Census Tract 4426.02, Alameda County, California",06,001,442602
294,1400000US06001442700,3025,2058,0,97,557,313,"Census Tract 4427, Alameda County, California",06,001,442700
295,1400000US06001442800,2928,1698,7,65,751,407,"Census Tract 4428, Alameda County, California",06,001,442800
296,1400000US06001442900,7909,4524,38,42,2222,1083,"Census Tract 4429, Alameda County, California",06,001,442900
297,1400000US06001443001,2814,1627,15,19,608,545,"Census Tract 4430.01, Alameda County, California",06,001,443001
298,1400000US06001443002,6822,3627,38,30,1601,1526,"Census Tract 4430.02, Alameda County, California",06,001,443002
299,1400000US06001443102,4788,2371,0,11,1898,508,"Census Tract 4431.02, Alameda County, California",06,001,443102
300,1400000US06001443103,4003,1619,0,23,1899,462,"Census Tract 4431.03, Alameda County, California",06,001,443103
301,1400000US06001443104,5535,2663,0,14,1752,1106,"Census Tract 4431.04, Alameda County, California",06,001,443104
302,1400000US06001443105,4493,1783,9,0,2217,484,"Census Tract 4431.05, Alameda County, California",06,001,443105
303,1400000US06001443200,3967,1710,10,75,1704,468,"Census Tract 4432, Alameda County, California",06,001,443200
304,1400000US06001443301,4163,2321,8,33,1283,518,"Census Tract 4433.01, Alameda County, California",06,001,443301
305,1400000US06001443321,3428,1447,0,21,553,1407,"Census Tract 4433.21, Alameda County, California",06,001,443321
306,1400000US06001443322,3196,1686,0,50,821,639,"Census Tract 4433.22, Alameda County, California",06,001,443322
307,1400000US06001444100,7752,5311,0,0,1989,452,"Census Tract 4441, Alameda County, California",06,001,444100
308,1400000US06001444200,6969,4542,0,161,1345,921,"Census Tract 4442, Alameda County, California",06,001,444200
309,1400000US06001444301,4164,2888,9,55,817,395,"Census Tract 4443.01, Alameda County, California",06,001,444301
310,1400000US06001444302,4422,2818,7,73,849,675,"Census Tract 4443.02, Alameda County, California",06,001,444302
311,1400000US06001444400,4986,3116,0,99,1138,633,"Census Tract 4444, Alameda County, California",06,001,444400
312,1400000US06001444500,7354,4631,32,39,1652,1000,"Census Tract 4445, Alameda County, California",06,001,444500
313,1400000US06001444601,5478,3781,23,58,948,668,"Census Tract 4446.01, Alameda County, California",06,001,444601
314,1400000US06001444602,4429,1985,34,105,1178,1127,"Census Tract 4446.02, Alameda County, California",06,001,444602
315,1400000US06001450101,5230,3019,5,83,991,1132,"Census Tract 4501.01, Alameda County, California",06,001,450101
316,1400000US06001450102,6490,4559,50,77,882,922,"Census Tract 4501.02, Alameda County, California",06,001,450102
317,1400000US06001450200,6252,3825,20,43,866,1498,"Census Tract 4502, Alameda County, California",06,001,450200
318,1400000US06001450300,5161,4193,21,81,643,223,"Census Tract 4503, Alameda County, California",06,001,450300
319,1400000US06001450400,6097,4658,69,0,652,718,"Census Tract 4504, Alameda County, California",06,001,450400
320,1400000US06001450501,3341,2532,0,76,376,357,"Census Tract 4505.01, Alameda County, California",06,001,450501
321,1400000US06001450502,5564,4304,55,41,758,406,"Census Tract 4505.02, Alameda County, California",06,001,450502
322,1400000US06001450601,3705,2543,6,64,741,351,"Census Tract 4506.01, Alameda County, California",06,001,450601
323,1400000US06001450602,9949,7038,0,174,1578,1159,"Census Tract 4506.02, Alameda County, California",06,001,450602
324,1400000US06001450603,5318,4149,0,56,697,416,"Census Tract 4506.03, Alameda County, California",06,001,450603
325,1400000US06001450604,5489,4219,10,53,656,551,"Census Tract 4506.04, Alameda County, California",06,001,450604
326,1400000US06001450605,3934,3121,10,13,356,434,"Census Tract 4506.05, Alameda County, California",06,001,450605
327,1400000US06001450606,6209,4651,22,37,1046,453,"Census Tract 4506.06, Alameda County, California",06,001,450606
328,1400000US06001450607,5691,3956,0,19,775,941,"Census Tract 4506.07, Alameda County, California",06,001,450607
329,1400000US06001450701,8799,6383,21,27,1680,688,"Census Tract 4507.01, Alameda County, California",06,001,450701
330,1400000US06001450741,5350,4053,0,63,589,645,"Census Tract 4507.41, Alameda County, California",06,001,450741
331,1400000US06001450742,4931,3471,0,16,839,605,"Census Tract 4507.42, Alameda County, California",06,001,450742
332,1400000US06001450743,6496,3176,25,103,960,2232,"Census Tract 4507.43, Alameda County, California",06,001,450743
333,1400000US06001450744,5930,4668,7,33,796,426,"Census Tract 4507.44, Alameda County, California",06,001,450744
334,1400000US06001450745,6113,3411,0,84,1702,916,"Census Tract 4507.45, Alameda County, California",06,001,450745
335,1400000US06001450746,3616,2863,0,10,462,281,"Census Tract 4507.46, Alameda County, California",06,001,450746
336,1400000US06001450750,4844,2799,8,68,1011,958,"Census Tract 4507.50, Alameda County, California",06,001,450750
337,1400000US06001450751,8963,4369,15,92,2149,2338,"Census Tract 4507.51, Alameda County, California",06,001,450751
338,1400000US06001450752,5854,3130,0,119,1901,704,"Census Tract 4507.52, Alameda County, California",06,001,450752
339,1400000US06001451101,7522,5649,47,166,1094,566,"Census Tract 4511.01, Alameda County, California",06,001,451101
340,1400000US06001451102,4163,3639,0,50,306,168,"Census Tract 4511.02, Alameda County, California",06,001,451102
341,1400000US06001451201,7335,5979,23,133,874,326,"Census Tract 4512.01, Alameda County, California",06,001,451201
342,1400000US06001451202,4685,3956,11,37,415,266,"Census Tract 4512.02, Alameda County, California",06,001,451202
343,1400000US06001451300,7034,6064,0,57,505,408,"Census Tract 4513, Alameda County, California",06,001,451300
344,1400000US06001451401,6266,5361,0,46,369,490,"Census Tract 4514.01, Alameda County, California",06,001,451401
345,1400000US06001451403,2244,1777,0,7,243,217,"Census Tract 4514.03, Alameda County, California",06,001,451403
346,1400000US06001451404,6390,4669,0,56,406,1259,"Census Tract 4514.04, Alameda County, California",06,001,451404
347,1400000US06001451501,4882,4093,0,43,528,218,"Census Tract 4515.01, Alameda County, California",06,001,451501
348,1400000US06001451503,6157,5224,0,168,379,386,"Census Tract 4515.03, Alameda County, California",06,001,451503
349,1400000US06001451504,1742,1373,10,49,196,114,"Census Tract 4515.04, Alameda County, California",06,001,451504
350,1400000US06001451505,3434,3048,0,18,211,157,"Census Tract 4515.05, Alameda County, California",06,001,451505
351,1400000US06001451506,3482,2403,22,44,116,897,"Census Tract 4515.06, Alameda County, California",06,001,451506
352,1400000US06001451601,5309,4496,0,126,402,285,"Census Tract 4516.01, Alameda County, California",06,001,451601
353,1400000US06001451602,6861,5808,0,59,616,378,"Census Tract 4516.02, Alameda County, California",06,001,451602
354,1400000US06001451701,3156,2821,8,7,193,127,"Census Tract 4517.01, Alameda County, California",06,001,451701
355,1400000US06001451703,4493,3723,0,121,514,135,"Census Tract 4517.03, Alameda County, California",06,001,451703
356,1400000US06001451704,4668,3958,17,35,251,407,"Census Tract 4517.04, Alameda County, California",06,001,451704
357,1400000US06001981900,58,54,0,0,4,0,"Census Tract 9819, Alameda County, California",06,001,981900
358,1400000US06001982000,66,59,0,0,4,3,"Census Tract 9820, Alameda County, California",06,001,982000
359,1400000US06001983200,573,431,6,4,58,74,"Census Tract 9832, Alameda County, California",06,001,983200
360,1400000US06001990000,0,0,0,0,0,0,"Census Tract 9900, Alameda County, California",06,001,990000
361,1400000US06003010000,1203,1153,3,24,14,9,"Census Tract 100, Alpine County, California",06,003,010000
362,1400000US06005000101,3848,3622,0,77,114,35,"Census Tract 1.01, Amador County, California",06,005,000101
363,1400000US06005000102,1832,1727,0,5,32,68,"Census Tract 1.02, Amador County, California",06,005,000102
364,1400000US06005000200,4490,4149,0,19,158,164,"Census Tract 2, Amador County, California",06,005,000200
365,1400000US06005000301,4947,4461,9,4,199,274,"Census Tract 3.01, Amador County, California",06,005,000301
366,1400000US06005000303,5116,4886,0,17,187,26,"Census Tract 3.03, Amador County, California",06,005,000303
367,1400000US06005000304,4259,4009,0,41,177,32,"Census Tract 3.04, Amador County, California",06,005,000304
368,1400000US06005000401,4923,4646,19,4,149,105,"Census Tract 4.01, Amador County, California",06,005,000401
369,1400000US06005000402,5014,4643,0,11,243,117,"Census Tract 4.02, Amador County, California",06,005,000402
370,1400000US06005000500,2877,2706,0,0,49,122,"Census Tract 5, Amador County, California",06,005,000500
371,1400000US06007000102,4210,3742,14,32,234,188,"Census Tract 1.02, Butte County, California",06,007,000102
372,1400000US06007000103,4266,3919,0,41,114,192,"Census Tract 1.03, Butte County, California",06,007,000103
373,1400000US06007000104,5382,4954,0,0,283,145,"Census Tract 1.04, Butte County, California",06,007,000104
374,1400000US06007000201,3986,3883,0,22,50,31,"Census Tract 2.01, Butte County, California",06,007,000201
375,1400000US06007000202,3703,3369,0,21,108,205,"Census Tract 2.02, Butte County, California",06,007,000202
376,1400000US06007000300,4695,4254,0,19,164,258,"Census Tract 3, Butte County, California",06,007,000300
377,1400000US06007000401,3523,2969,13,21,320,200,"Census Tract 4.01, Butte County, California",06,007,000401
378,1400000US06007000402,7464,6830,0,49,335,250,"Census Tract 4.02, Butte County, California",06,007,000402
379,1400000US06007000501,4066,3723,49,22,107,165,"Census Tract 5.01, Butte County, California",06,007,000501
380,1400000US06007000502,4240,3790,0,12,113,325,"Census Tract 5.02, Butte County, California",06,007,000502
381,1400000US06007000601,3493,3330,0,12,54,97,"Census Tract 6.01, Butte County, California",06,007,000601
382,1400000US06007000603,3651,3420,11,35,94,91,"Census Tract 6.03, Butte County, California",06,007,000603
383,1400000US06007000604,4428,4025,0,0,184,219,"Census Tract 6.04, Butte County, California",06,007,000604
384,1400000US06007000700,4792,4422,0,68,79,223,"Census Tract 7, Butte County, California",06,007,000700
385,1400000US06007000800,5871,5575,0,36,260,0,"Census Tract 8, Butte County, California",06,007,000800
386,1400000US06007000901,2593,2232,0,0,272,89,"Census Tract 9.01, Butte County, California",06,007,000901
387,1400000US06007000903,7019,6112,8,23,480,396,"Census Tract 9.03, Butte County, California",06,007,000903
388,1400000US06007000904,6556,6029,41,102,187,197,"Census Tract 9.04, Butte County, California",06,007,000904
389,1400000US06007001000,3986,3605,0,3,52,326,"Census Tract 10, Butte County, California",06,007,001000
390,1400000US06007001100,4280,4026,5,14,140,95,"Census Tract 11, Butte County, California",06,007,001100
391,1400000US06007001200,3289,3110,0,47,41,91,"Census Tract 12, Butte County, California",06,007,001200
392,1400000US06007001300,4039,3344,0,21,329,345,"Census Tract 13, Butte County, California",06,007,001300
393,1400000US06007001400,5865,5374,0,37,332,122,"Census Tract 14, Butte County, California",06,007,001400
394,1400000US06007001500,5667,5376,0,30,200,61,"Census Tract 15, Butte County, California",06,007,001500
395,1400000US06007001600,4820,4539,27,17,182,55,"Census Tract 16, Butte County, California",06,007,001600
396,1400000US06007001702,6273,6156,0,20,84,13,"Census Tract 17.02, Butte County, California",06,007,001702
397,1400000US06007001703,2975,2918,0,0,49,8,"Census Tract 17.03, Butte County, California",06,007,001703
398,1400000US06007001704,3301,3140,0,48,53,60,"Census Tract 17.04, Butte County, California",06,007,001704
399,1400000US06007001800,5451,5302,0,52,61,36,"Census Tract 18, Butte County, California",06,007,001800
400,1400000US06007001900,3156,3027,26,22,65,16,"Census Tract 19, Butte County, California",06,007,001900
401,1400000US06007002000,5681,5575,0,0,13,93,"Census Tract 20, Butte County, California",06,007,002000
